First user source / medium,Landing page,Total users,% Δ,Add to carts,% Δ,Sessions,% Δ
google / organic,/blog/betano-bonus-depunere,3,,0,,3,
google / organic,/blog/betano-calendar-de-craciun,1,,0,,1,
google / organic,/blog/betano-contact,5,0.25,0,-1,5,0.25
google / organic,/blog/betano-vip,1,-0.5,0,,1,-0.5
google / organic,/blog/betmen-contact,8,3,0,,12,3
google / organic,/blog/betmen-pariuri-sportive,1,0,0,,1,0
google / organic,/blog/bonus-888-sport,1,,0,,1,
google / organic,/blog/bonus-cashback-bilion,1,,0,,1,
google / organic,/blog/bonus-gets-bet,1,,0,,1,
google / organic,/blog/bonus-sport-stanleybet,1,,0,,1,
google / organic,/blog/bonus-stanleybet-bun-venit,1,0,0,,1,0
google / organic,/blog/bonus-superspin-superbet,1,,0,,1,
google / organic,/blog/bonus-ziua-ta-superbet,1,,0,,1,
google / organic,/blog/calculare-algoritm-pacanele,8,0.6,0,,8,0.6
google / organic,/blog/carti-de-joc-simbolistica,14,0.07692307692307693,0,,14,-0.06666666666666667
google / organic,/blog/carti-de-tarot,1,-0.75,0,,1,-0.75
google / organic,/blog/casa-pariurilor-bonus-sport,1,,0,,1,
google / organic,/blog/casa-pariurilor-mobile,1,0,0,-1,1,0
google / organic,/blog/cashpay,1,,0,,1,
google / organic,/blog/cashpot-bonus-fara-depunere,1,-0.5,0,,1,-0.5
google / organic,/blog/cazinouri-paysafecard,4,-0.2,0,-1,4,-0.2
google / organic,/blog/cazinouri-top-pay,1,0,0,-1,1,0
google / organic,/blog/ce-licenta-are-netbet,1,,0,,1,
google / organic,/blog/cerinte-de-rulaj-mr-bit,1,,0,,1,
google / organic,/blog/cerinte-rulaj-don-casino,1,,0,,1,
google / organic,/blog/cerinte-rulaj-las-vegas-casino,2,,0,,2,
google / organic,/blog/cerinte-rulaj-maxbet,1,,0,,1,
google / organic,/blog/cerinte-rulaj-toto-gaming,1,0,0,,1,0
google / organic,/blog/cerinte-rulaj-unibet,1,0,0,,1,0
google / organic,/blog/cine-detine-gets-bet,1,0,0,,1,0
google / organic,/blog/cine-detine-maxbet,1,-0.75,0,,1,-0.75
google / organic,/blog/cine-detine-mr-bit,3,0,0,,3,0
google / organic,/blog/cine-detine-pokerstars,1,,0,,1,
google / organic,/blog/cod-bonus-admiralbet,3,0,0,,3,0
google / organic,/blog/cod-bonus-conti-casino,2,-0.6,0,-1,6,-0.25
google / organic,/blog/cod-bonus-fortuna,1,,0,,1,
google / organic,/blog/cod-bonus-game-world,1,-0.6666666666666666,0,,1,-0.6666666666666666
google / organic,/blog/cod-bonus-getsbet,1,,0,,1,
google / organic,/blog/cod-bonus-player-casino,3,0,0,,3,0
google / organic,/blog/cod-bonus-playgg,2,-0.3333333333333333,0,,2,-0.3333333333333333
google / organic,/blog/cod-bonus-prima-casino,1,,0,,1,
google / organic,/blog/cod-bonus-royal-slots,6,0.2,0,-1,6,0.2
google / organic,/blog/cod-bonus-seven-casino,5,1.5,0,,5,1.5
google / organic,/blog/cod-bonus-winmasters,2,1,0,-1,2,0
google / organic,/blog/cod-promo-frank-casino,6,0.5,0,,7,0.75
google / organic,/blog/cod-promo-slotv,1,0,0,,1,0
google / organic,/blog/cont-bilion-casino,1,,0,,1,
google / organic,/blog/cont-joker-casino,3,0,0,,3,0
google / organic,/blog/cont-king-casino,2,0,0,,2,0
google / organic,/blog/cont-napoleon-games,3,2,0,,3,2
